LocalTime,Type,Symbol,ClientOrderID,ExchangeOrderID,ExchangeTradeID/UserProductInfo,Price/YdPosition,OrigionVolume/Position,TradedVolume/TdPosition,Side,OpenClose,OrderType,InsertTime,CancelTime,Status,Text
20250423_00:18:41,MSG,,,,,,,,,,,,,,Authenticate:ÕýÈ·
20250423_00:18:42,MSG,,,,,,,,,,,,,,DisConnect!!
