LocalTime,Type,Symbol,ClientOrderID,ExchangeOrderID,ExchangeTradeID/UserProductInfo,Price/YdPosition,OrigionVolume/Position,TradedVolume/TdPosition,Side,OpenClose,OrderType,InsertTime,CancelTime,Status,Text
20250423_00:16:15,MSG,,,,,,,,,,,,,,Authenticate:ÕýÈ·
20250423_00:16:16,MSG,,,,,,,,,,,,,,DisConnect!!
