LocalTime,Type,Symbol,ClientOrderID,ExchangeOrderID,ExchangeTradeID/UserProductInfo,Price/YdPosition,OrigionVolume/Position,TradedVolume/TdPosition,Side,OpenClose,OrderType,InsertTime,CancelTime,Status,Text
20250422_23:58:52,MSG,,,,,,,,,,,,,,Authenticate:ÕýÈ·
20250422_23:58:53,MSG,,,,,,,,,,,,,,DisConnect!!
